Product Name (English),Product Status,Product Token,Product Type,Description (English),Selling Method,Case Size,Minimum Order Quantity,Item Weight,Item Weight Unit,Item Length,Item Width,Item Height,Item Dimensions Unit,Packaged Weight,Packaged Weight Unit,Packaged Length,Packaged Width,Packaged Height,Packaged Dimensions Unit,Option Status,SKU,GTIN,Option 1 Name,Option 1 Value,Option 2 Name,Option 2 Value,Option 3 Name,Option 3 Value,USD Unit Wholesale Price,USD Unit Retail Price,CAD Unit Wholesale Price,CAD Unit Retail Price,GBR Unit Wholesale Price,GBR Unit Retail Price,EUR Unit Wholesale Price,EUR Unit Retail Price,AUD Unit Wholesale Price,AUD Unit Retail Price,Option Image,Preorder,Ship By Date (YYYY-MM-DD),"Ship By End Date (if range, YYYY-MM-DD)",Deadline To Order (YYYY-MM-DD),Sell After Order By/Ship Date,Product Images,Made In Country,Tester Price (USD),Tester Price (CAD),Tester Price (GBP),Tester Price (EUR),Tester Price (AUD),Customizable,Customization Instructions,Customization Input Required,Customization Input Character Limit,Customization Minimum Order Quantity,Customization Charge Per Unit (USD),Customization Charge Per Unit (CAD),Customization Charge Per Unit (GBP),Customization Charge Per Unit (EUR),Customization Charge Per Unit (AUD),Continue selling when out of stock,On Hand Inventory,On Hand Inventory (Read Only),Restock Date,HS6 Tariff Code
That's Amazing Card - letterpress card,Published,p_29kai0b0,Congratulations Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1194,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/178ccdf4be0793ba348bc763578251f9d179aee3128b11f70af7a0ee1eb9029b/1541002271.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/f83500d11c9d92e88abe0aff72e8d44e76efef751dc85388dfe96b4848736984/1541002271.jpg,United States,,,,,,No,,,,,,,,,,Yes,200,200,,490900
Home Sweet Home Card - letterpress card,Published,p_mmu8tb5j,Everyday Greeting Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1187,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/245d3ac45e53616548e5f30985547aac1520e3dbd83c19db515ce315b4bac9d8/1541002407.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/08b70d472dc3d1d036fcbb11ac64515fd6071f35738c486604d4657d1eea9d5d/1541002407.jpg,United States,,,,,,No,,,,,,,,,,Yes,188,188,,490900
Green Home Sweet Home - letterpress cards,Unpublished,p_1meoqfx3,Congratulations Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,1065,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/f8f9f4b1c58e820405584b538b42b288eaf0d8f3f3663cfb5e8bc88dc406b7f5/1541002471.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/bdc4fe288ade686013304d7f481ba99a9d14fc40ba8594df3ad1f547ca87c257/1541002471.jpg,United States,,,,,,No,,,,,,,,,,No,72,72,,490900
Welcome Baby Pink Buggy - letterpress card,Published,p_1lgypnvh,Baby Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1203,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/bf2954d161bf73582d0fe3731c83601eefba9d525a42a3520fc4652c7686a194/1541002568.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/e2a38910bffef51584ffea274c076b26680aceb69b3ed3ece221bca77a81db66/1541002568.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/961aedc077fd5d5b5a12856e67d2e5e3f404c658c50ef12aba86393f253e9769/1541002568.jpg,United States,,,,,,No,,,,,,,,,,Yes,188,188,,490900
Welcome Baby Blue Buggy - letterpress card,Published,p_222i9d75,Baby Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1204,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/4e4e42ebc89d5d4765b524fba5accd353285e76e63fb216ed2011c65dbeedaa4/1541002614.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/4d59c60e4e178819a62d324227758379c9574040e72cea74e7aecc5de1258def/1541002614.jpg,United States,,,,,,No,,,,,,,,,,Yes,194,194,,490900
Welcome Baby Balloon - letterpress card,Published,p_5e5a1s8x,Baby Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1205,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/5395ae4391a2e82b13bfc4c7a241f907da9da6d29f9028aca0ad6a742b3c0a22/1541002658.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/a2a28633fb28c6ac183ff0ff900938c86bfa6f20a89c37899bc07f05a6442a47/1541002658.jpg,United States,,,,,,No,,,,,,,,,,Yes,188,188,,490900
Welcome Little One Pink Bib - letterpress card,Published,p_eznauojo,Baby Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1185,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/56a21ee9eaa2a1ade16c094b1e87ebdfce7193e17e91b1f513142851610b327c/1541002759.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/73cd0dfdc2c5a287caf5a8a53aa3411388e97151b70014737d4a1a16f2c605e0/1541002759.jpg,United States,,,,,,No,,,,,,,,,,Yes,188,188,,490900
Welcome Little One Blue Bib - letterpress card,Published,p_1srk9jf5,Baby Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1186,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/dceadc0fa2706ea7a7c72a243dd66c1c6a4d8fbf9736435883e6705ad331588a/1541002805.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/c2342bd4ef0680989126ba12ddf0297405e962cde0011076d1a2a0bbe320a705/1541002805.jpg,United States,,,,,,No,,,,,,,,,,Yes,188,188,,490900
Blimp Baby Girl - letterpress card,Published,p_eb62hhtx,Baby Card,"Each card was printed by hand on a vintage platen letterpress with hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. 
Folded note card and coordinating envelope, card comes packaged in a clear sleeve. 

A2 Size - 5 1/2""W x 4 1/4""H (A2 size)",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1099,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/f53620661648414893901dd3893f10a66ac9131acde0382a6ecf0a1f07b023d9.jpeg https://cdn.faire.com/fastly/eeb4c6d5d61fa9667af7b995e3cd27621c2d1c4b33e6c28e0ffdb9152c7f9e02.jpeg https://cdn.faire.com/fastly/5045337682fe2f1cbf15463044a6d35f74e3c56f91e0ba9ff68576d39ec6c5df.jpeg,United States,,,,,,No,,,,,,,,,,Yes,188,188,,490900
Blimp Baby Boy - letterpress card,Published,p_8j8qlxmz,Baby Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1100,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/1ec31930c5d8f7997b65c7ed803d953d0479cfe76ba97d847376631395f92ee9.jpeg https://cdn.faire.com/fastly/a925f1881e4294a64453728dcf5085a9039f866db808aa406853b7dc3a7da1a9.jpeg https://cdn.faire.com/fastly/472901a19c46d1bbe4f8983e21270bfd1917f5e1047e6603f5bdcff5d98750df.jpeg,United States,,,,,,No,,,,,,,,,,Yes,182,182,,490900
Through the Haze - letterpress card,Published,p_6ttp15ww,Love Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1214,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/b554a41f1f233ff497d41deb5e92e9e8773833f3b35b6f6234a1cd1f077693b6/1541003160.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/a0b26f169bc9ee4fc70a9e6df8d0e12946ea27836d0220bce9362a832d31dccb/1541003160.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/7f69c3c041c0a1ff85c7590150e9c9e262c005537bbb6c330c67509a7aeee79a/1541003160.jpg,United States,,,,,,No,,,,,,,,,,Yes,188,188,,490900
Sending Love Flowers - letterpress card,Published,p_3gzp8qxd,Love Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1153,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/b288f6e9e3bd798bbb1d3043180fc98d27f2c5bc9fedb483c5849e1ea442e25a/1541003498.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/2e7cb9f6b803c1580460ca00a934a8d2dbf8ee1e6df91c1c0c6f483045551c81/1541003498.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/268ee4758beea2280cb1a546724955a2036bc65b0d2ea9f964fd723afd2fd743/1541003498.jpg,United States,,,,,,No,,,,,,,,,,Yes,200,200,,490900
Fancy Missing You - letterpress cards,Published,p_d3fuycqm,Everyday Greeting Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1068,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/0eb8e09379c8e0af1b078fee0055f296c92cc105f0349c28bd4a6d9eeef0ba85/1541003555.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/40c462c291e8d1a93f1bf9aeeb99347651c3253bdca95efa3b9e27c9ab759cab/1541003555.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/b6dca3c3cc8db2d0bf419a95a76dac4487bb05e2d640d27fad3c9ddde92745e6/1541003555.jpg,United States,,,,,,No,,,,,,,,,,Yes,200,200,,490900
Feel Better Soon - letterpress card,Published,p_as58wgiw,Get Well Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1124,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/74ef503f55c41e28438482c71135b7401ecd779971e72b7c2dc460df58c48e5c/1541003697.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/ec4a70c70e238218e54bdbe4487e1de1ad463ff53e4fa4d4894b35b5d8ea42aa/1541003697.jpg,United States,,,,,,No,,,,,,,,,,Yes,152,152,,490900
Grill Master - letterpress card,Published,p_aba97vqf,Everyday Greeting Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1106,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/fa2d25e709fbbe2750a9df9bb53fb936e3ba92faaa6904c2275bf07289c3a65e/1541003846.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/02712ddce24583b1a89dee165c6e75ed939b5e958d0707f0d74147ff8bfb82c8/1541003846.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/d54b3f77af6fe540894771a7d87b987fc0bd84924f3c8b7996a47603cfb41338/1541003846.jpg,United States,,,,,,No,,,,,,,,,,Yes,200,200,,490900
Cancer Sucks - letterpress cards,Published,p_2ugrg5co,Sympathy Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1154,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/4087a5b4bbfe209579bff483887724f29c58a81642ac62e2b513afd305f9f246/1541004427.jpg,United States,,,,,,No,,,,,,,,,,Yes,182,182,,490900
Cat Sympathy - letterpress cards,Unpublished,p_e048l0lt,Sympathy Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,1151,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/c1d4e9e2a7367f8cc6bc83368db644c64d589b8dd4baf2ee9c14bbe8f97d7325/1541004520.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/eeb1c51dc88ceb4e40df54ec87debe31d0446ce2cbefc39448ca85e8ea0c3457/1541004520.jpg,United States,,,,,,No,,,,,,,,,,Yes,200,200,,490900
Dog Sympathy - letterpress cards,Unpublished,p_708l5kyt,Sympathy Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,1152,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/73bdd15c48637d11a948c2c3c6b224b35d339de19bc4ece2034de9434427369d/1541004567.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/24fcd67a1ad2827449b2d51af9bf07c65e653b78475e35130254d210ff886ed3/1541004567.jpg,United States,,,,,,No,,,,,,,,,,Yes,200,200,,490900
Wreath Deepest Sympathy - letterpress card,Unpublished,p_5oz69sfo,Sympathy Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,1084,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/2905b2abd49e55d8c4e8755625737b2a97bb0a8edb56bd5709e25cc5ebc1d0cf/1541004628.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/ff1f9aeb0064a3e8f55a9a42bc164b4e780cf1909137fb35d5d72bc2cd53b7fa/1541004628.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/798cfa90864edba297245d31ef4192d346954b1066e0b3682447f8fbb93976f6/1541004628.jpg,United States,,,,,,No,,,,,,,,,,Yes,188,188,,490900
World’s Best Mom - letterpress card,Unpublished,p_biofli9k,Mother's Day Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,1220,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/aec8f97957f83a150134361c972a5dbc7c4d74f8a8eaba1d87641dfe92fe8c61/1541005831.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/51c3d19b484a49110030432c9294f415d4ed81b07b6165ea9fa2d716bcdc6449/1541005831.jpg,United States,,,,,,No,,,,,,,,,,Yes,170,170,,490900
World’s Best Dad - letterpress card,Unpublished,p_323rexja,Father's Day Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,1221,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/1c5d54b2e8146205fab48cc53cf4fc4a7e103ebc673106a1e930609e80138396/1541005883.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/c73083feb2ee11c156e07dc7415649a465267c89f71c471efa41aebb403803bf/1541005884.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/b3d35c60d0a6099fd82cfd6422939e923a166f2fa073b4fbd6f552517c3cf53e/1541005883.jpg,United States,,,,,,No,,,,,,,,,,Yes,176,176,,490900
Queen Bee Mom - letterpress card,Unpublished,p_9v740l3i,Mother's Day Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,1218,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/51396e2c1e525965c916e1cc00bab9051da39f80f557af658eee1e5eef3cb1e6/1541005557.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/83b6cdac9bd7a70f9391a74bf477da4156da68a2fe45a8db7e2c9f662cf82dbf/1541005557.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/264fe0575abfc0e4dcb8ae4755d291b321a8266a657e0345b7396a9bbeaf5a44/1541005557.jpg,United States,,,,,,No,,,,,,,,,,Yes,200,200,,490900
Happy Father’s Day Bubble - letterpress card,Unpublished,p_cufmfqs3,Father's Day Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,1222,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/da20cc3833063eea753c2c986920ba755a4616badb32a9becedb22d2aa344ea6/1541005963.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/6a6b138f2a28d613ed751a9e83c7be50a19385b4aa8e11f79ec6226bc567d862/1541005963.jpg,United States,,,,,,No,,,,,,,,,,Yes,194,194,,490900
Happy Mother's Day Bubble - letterpress card,Unpublished,p_45ag12js,Mother's Day Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,1223,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/34e7414893b1858a69a4bb679f9b0bdb3f3e2da3b0b228c6bdd208c5213e62c9/1541006041.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/dc26d1bc8ec2e4cbb3922e72cf09e29aea0c3a82fa73a003f9152560e4e611d2/1541006041.jpg,United States,,,,,,No,,,,,,,,,,Yes,194,194,,490900
"Strong, Handsome Dad - letterpress card",Unpublished,p_9q9lv2c4,Father's Day Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,1225,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/cdf0c452d5c5650bb19a6367e8f2ac2193b4d5bc2c5f1159124773824d87c786/1541006281.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/05619fc61264026a32fa8fc210c0b4ec07741e9f9544f16bf11ded122060a436/1541006281.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/9c3f567d14690c07e19fd59e1b9ec8660d5c997942605d05067eff908da02851/1541006281.jpg,United States,,,,,,No,,,,,,,,,,Yes,194,194,,490900
"Beautiful, Loving Mom - letterpress card",Unpublished,p_83gcmq98,Mother's Day Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,1226,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/a628acca856e972142cdaeef282cb6cb14787b9d951af90085098f1e6acedac1/1541006334.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/2e00aca5a7af94458587b1c11dcd9c18afb485128850cf6aa896f14f553063d5/1541006334.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/47f782f94dd51bd8e811e87d4a28a10a09bbe730cbfafcc2fa660d51e7c5ce8d/1541006334.jpg,United States,,,,,,No,,,,,,,,,,Yes,188,188,,490900
Lavender Mother’s Day - letterpress card,Unpublished,p_f0bg25rv,Mother's Day Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,1103,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/5e500e11490095afdf1a54e4db34f0109cac7f891456cda00af2d83d1fda4927/1541063130.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/ff03ba2eec1fa023ceee8c5385a0c761efc67c068b5c891db27674441c6b417d/1541063130.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/fc7c4af9213ce45191bc3cff82ca346bcfbd64790c00ceef4a64d9d0e51a31a6/1541063130.jpg,United States,,,,,,No,,,,,,,,,,Yes,152,152,,490900
Mother’s Day Bucket Flowers - letterpress card,Unpublished,p_bx6rhuuo,Mother's Day Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,1155,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/dcf66c53b3e30ab028ebf824a631e1769680d67aebd160a7e65a902e2a61bd06/1541063175.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/96f93e96970e3b283f782f01a5d2099a9acba03d8b886004b0689eb8fd3389ff/1541063175.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/8012d2f5c1efd23b7a726d5501cb2fc7cd57c03de751ae9fa3ea502f6c1666b9/1541063175.jpg,United States,,,,,,No,,,,,,,,,,Yes,182,182,,490900
Golf Father’s Day - letterpress card,Unpublished,p_8f8mfdj7,Father's Day Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,1080,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/a272935921ce336c581e351352e784462f50951b76a9817a009781bc49dc5535/1541063316.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/f1ace569c4aa82642f1303955e29576ccf4e787b1575a0480856ef0760c2765b/1541063316.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/e51255fe53a6a6faa5400ed8a340f7917558dfb648149f70fe338d6ccc863df8/1541063316.jpg,United States,,,,,,No,,,,,,,,,,Yes,188,188,,490900
Cheers to a Great Dad - letterpress cards,Unpublished,p_a0ky21rb,Father's Day Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,1158,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/b6129360fca18eb7f6cc84286362230d8d762f84b70cf61802927b24a2d15c72/1541063380.jpg,United States,,,,,,No,,,,,,,,,,Yes,194,194,,490900
